"","UNSDLEA","geoid","STATEFP","percent_overlap"
"671",2430,"13015",13,0.00191859288030292
"672",1590,"12069",12,1.2388187593869e-12
"673",1260,"12069",12,6.10273230765851e-09
"674",1710,"12069",12,0
"675",1920,"12069",12,0
"676",1050,"12069",12,0.999999962444232
"677",1440,"12069",12,0
"678",1800,"12069",12,1.00511846539347e-07
"679",1020,"28149",28,0
"680",4800,"28149",28,4.72317201555205e-12
"681",1860,"28149",28,0
"682",3960,"28149",28,4.86676558483636e-11
"683",4470,"28149",28,0.999999983721813
"684",270,"01099",1,0
"685",510,"01099",1,1.04544653657682e-13
"686",720,"01099",1,0
"687",870,"01099",1,2.16394553247339e-05
"688",1350,"01099",1,0
"689",2400,"01099",1,0.999999976693576
"690",3510,"01099",1,2.10387319199985e-11
"691",5670,"13139",13,5.30851741330272e-11
"692",240,"13139",13,9.92715660667183e-06
"693",600,"13139",13,0.18644247111401
"694",1650,"13139",13,1.33986808870466e-10
"695",2610,"13139",13,0.999980885332287
"696",2220,"13139",13,0
"697",2550,"13139",13,3.73566410442796e-09
"698",2580,"13139",13,1.7468053548538e-11
"699",2940,"13139",13,7.38804943351011e-11
"700",3420,"13139",13,1.67131226977536e-09
"701",5100,"13283",13,1.00000000233539
"702",5640,"13283",13,0
"703",3750,"13283",13,4.38418824071463e-10
"704",1890,"13283",13,0
"705",2040,"13283",13,0
"706",3120,"13283",13,7.18003836031052e-15
"707",180,"13037",13,1.18845334526962e-11
"708",1830,"13037",13,0
"709",4860,"13037",13,1.604138905427e-12
"710",750,"13037",13,1.00000004089298
"711",1200,"13037",13,3.97371104030489e-11
"712",1920,"13037",13,0
"713",4350,"13037",13,1.16082985098242e-11
"714",180,"13099",13,7.48871230472801e-12
"715",4530,"13099",13,2.14406927354395e-11
"716",750,"13099",13,0
"717",1200,"13099",13,2.49161315343136e-10
"718",1920,"13099",13,1.00000001028032
"719",3660,"13099",13,8.12632297359812e-11
"720",1740,"13099",1,4.89854834300914e-11
"721",1770,"13099",1,9.96057049740365e-10
"722",1380,"28101",28,1.1598929099518e-11
"723",2430,"28101",28,5.80783816633184e-12
"724",2520,"28101",28,2.98519743302099e-13
"725",3060,"28101",28,1.39998070197882e-11
"726",3150,"28101",28,1.00000001925046
"727",3180,"28101",28,1.00000026418963
"728",3900,"28101",28,6.16412975159729e-09
"729",4020,"28101",28,6.30607656735184e-27
"730",4380,"28101",28,0.5049670014684
"731",4590,"28101",28,1.05358869664813e-11
"732",870,"12103",12,7.26346013580844e-13
"733",1560,"12103",12,0.99999992917505
"734",1530,"12103",12,3.85019816258902e-10
"735",2100,"01093",28,6.90144832387966e-12
"736",2940,"01093",28,1.77663695678204e-12
"737",3580,"01093",1,2.4320018784654e-13
"738",1720,"01093",1,0.0340890947456204
"739",1470,"01093",1,1.21099075249364e-08
"740",3540,"01093",1,0.571409069441703
"741",1590,"01093",1,2.68314941030006e-11
"742",1950,"01093",1,1.39660915101633e-11
"743",2310,"01093",1,0.999999972562641
"744",3450,"01093",1,3.83776765997594e-09
"745",240,"01085",1,1.72104047295129e-10
"746",960,"01085",1,5.2833527576049e-12
"747",510,"01085",1,6.51501751080793e-12
"748",2430,"01085",1,0
"749",1110,"01085",1,0
"750",2160,"01085",1,1.00000010989469
"751",3510,"01085",1,5.47724997702279e-12
"752",630,"13043",13,4.23417551719977e-08
"753",810,"13043",13,0.999999983514699
"754",2040,"13043",13,0
"755",2070,"13043",13,4.20101770525482e-11
"756",4770,"13043",13,1.28157996804053e-08
"757",2,"13215",13,0.280211512125449
"758",2700,"13215",13,5.82348154996837e-07
"759",3870,"13215",13,0.999957986867764
"760",4650,"13215",13,2.60049112505111e-11
"761",2070,"13215",1,0
"762",2700,"13215",1,3.44657379267289e-10
"763",2880,"13215",1,2.73211644619586e-11
"764",187,"28135",28,8.25085207557407e-12
"765",1140,"28135",28,1.86139953953758e-11
"766",1110,"28135",28,1.8676539800771e-08
"767",4050,"28135",28,3.66261168294472e-11
"768",1410,"28135",28,1.00000000528792
"769",1680,"28135",28,2.75901027661418e-11
"770",2580,"28135",28,2.10955391002964e-09
"771",3810,"28135",28,1.16139430663679e-09
"772",4650,"28135",28,1.00000003520934
"773",30,"01037",1,0
"774",3210,"01037",1,2.96964307934564e-13
"775",660,"01037",1,7.3811276073498e-11
"776",750,"01037",1,4.75816385095351e-12
"777",900,"01037",1,1.00000001172637
"778",1290,"01037",1,2.20039464896609e-11
"779",3030,"01037",1,1.35004537555377e-11
"780",3180,"01037",1,2.64345740958001e-11
"781",4800,"28125",28,3.00271196035116e-10
"782",1890,"28125",28,1.18528249931002e-10
"783",4680,"28125",28,2.42878075333219e-12
"784",2040,"28125",28,7.24944188730845e-12
"785",3960,"28125",28,0.531103456828912
"786",570,"12037",12,0.999999900741384
"787",690,"12037",12,1.28248799345482e-10
"788",1170,"12037",12,0
"789",1950,"12037",12,1.85113364739763e-11
"790",870,"12101",12,1.2397468403849e-05
"791",1560,"12101",12,9.63036548644185e-10
"792",1590,"12101",12,2.14242623045002e-12
"793",810,"12101",12,1.8582910017352e-08
"794",1530,"12101",12,0.999998925607134
"795",1800,"12101",12,2.22205778219708e-13
"796",1590,"12119",12,0
"797",270,"12119",12,0
"798",810,"12119",12,0
"799",1260,"12119",12,1.520056304701e-09
"800",1050,"12119",12,3.20174866712466e-10
"801",1530,"12119",12,3.02445787063299e-09
"802",1800,"12119",12,0.999999871098412
"803",300,"01109",1,0
"804",960,"01109",1,0
"805",480,"01109",1,8.55713513699693e-12
"806",2430,"01109",1,3.06292495667618e-12
"807",810,"01109",1,1.31770669250947e-11
"808",1050,"01109",1,9.3390197289704e-13
"809",2790,"01109",1,1.00000000001417
"810",5730,"13081",13,5.23514766411109e-12
"811",5850,"13081",13,1.77685109672875e-10
"812",1560,"13081",13,0.999999853975535
"813",1800,"13081",13,1.39397405038546e-05
"814",3270,"13081",13,2.77669494065175e-11
"815",4620,"13081",13,8.72971978049773e-11
"816",5190,"13081",13,2.20257059804262e-11
"817",2310,"01119",28,5.2999753089788e-12
"818",2430,"01119",28,4.28339674203109e-12
"819",3300,"01119",28,9.75030945290132e-13
"820",690,"01119",1,1.42489433985395e-11
"821",2730,"01119",1,9.51610255475331e-12
"822",1680,"01119",1,0
"823",2250,"01119",1,4.59145733556791e-11
"824",3090,"01119",1,1.0000000586466
"825",3580,"01133",1,0.999999819893251
"826",1720,"01133",1,0.965910894645527
"827",1020,"01133",1,3.24003237187314e-07
"828",1590,"01133",1,7.34067816786316e-12
"829",2040,"01133",1,2.73516098643936e-11
"830",2310,"01133",1,1.71999046875465e-08
"831",3450,"01133",1,0
"832",1710,"12117",12,0.999998590149806
"833",1920,"12117",12,0
"834",1050,"12117",12,0
"835",1440,"12117",12,1.89928372252924e-06
"836",1290,"28035",28,2.86286623566804e-13
"837",1490,"28035",28,0.999999894148483
"838",3530,"28035",28,0.999999988787849
"839",1800,"28035",28,0.961709110012437
"840",2280,"28035",28,3.92017289736595e-11
"841",2400,"28035",28,1.58288624470852e-08
"842",3570,"28035",28,3.46606305552215e-10
"843",4170,"28035",28,1.00272128491687e-11
"844",540,"01121",1,6.26714721118408e-11
"845",2635,"01121",1,0.147827809072681
"846",750,"01121",1,1.17662420130248e-11
"847",780,"01121",1,2.78450295077337e-11
"848",900,"01121",1,3.57038173803065e-11
"849",2650,"01121",1,5.37570469878071e-10
"850",3030,"01121",1,0
"851",3062,"01121",1,5.71670862387036e-11
"852",3180,"01121",1,0.999979498693304
"853",4860,"13261",13,0
"854",5580,"13261",13,3.96671329827588e-09
"855",1560,"13261",13,1.28218953306371e-10
"856",1800,"13261",13,0.000245803425331095
"857",3270,"13261",13,5.20451831096962e-11
"858",3450,"13261",13,5.42232453097954e-05
"859",3540,"13261",13,6.42885795065695e-13
"860",4470,"13261",13,4.64097608798154e-11
"861",4620,"13261",13,0.999843053790108
"862",1140,"28161",28,1.00000001284565
"863",870,"28161",28,2.73196376331919e-12
"864",4050,"28161",28,5.38211722665763e-09
"865",1410,"28161",28,2.1377631095726e-11
"866",1680,"28161",28,1.7640739511296e-09
"867",2370,"28161",28,2.01237393821901e-11
"868",4500,"28161",28,0.999999987470362
"869",1380,"28023",28,1.13353378072091e-11
"870",1440,"28023",28,0.999999925897677
"871",3780,"28023",28,1.00000001322111
"872",4530,"28023",28,1.40261160549036e-10
"873",2430,"28023",28,5.02110158764753e-11
"874",690,"28023",1,6.63513698236259e-12
"875",3480,"13059",13,2.52558353556297e-10
"876",1170,"13059",13,0.999999623165457
"877",2940,"13059",13,2.46678265587865e-10
"878",3960,"13059",13,1.35465814312351e-05
"879",3990,"13059",13,3.54818811338938e-08
"880",1,"13077",13,1.47097599619642e-11
"881",2790,"13077",13,2.32463905509687e-09
"882",840,"13077",13,1.16152363862992e-10
"883",1500,"13077",13,1.00000005785492
"884",2130,"13077",13,0
"885",2280,"13077",13,2.54298717397224e-08
"886",2520,"13077",13,2.28687911202267e-10
"887",3630,"13077",13,4.7960526211308e-11
"888",1860,"28127",28,8.42049657196191e-27
"889",2250,"28127",28,6.12442254605729e-11
"890",1220,"28127",28,0
"891",1290,"28127",28,6.06028406447541e-11
"892",2490,"28127",28,2.87443555451224e-11
"893",3830,"28127",28,3.36123006912407e-09
"894",3990,"28127",28,0.999999995488728
"895",4020,"28127",28,8.45574904214246e-12
"896",1740,"28131",28,8.20436716893047e-16
"897",1490,"28131",28,1.20122597675838e-11
"898",1560,"28131",28,1.24176250479234e-12
"899",1770,"28131",28,2.29331111098012e-11
"900",2160,"28131",28,1.63069378717185e-13
"901",2400,"28131",28,2.38349021552364e-14
"902",3720,"28131",28,2.74879119027665e-13
"903",3570,"28131",28,9.6608914168809e-12
"904",4170,"28131",28,0.99999999611414
"905",440,"13023",13,0.999999994523843
"906",1770,"13023",13,6.25016436146709e-11
"907",1890,"13023",13,1.42131341035399e-11
"908",2880,"13023",13,0
"909",4220,"13023",13,1.39627820318272e-10
"910",5220,"13023",13,2.9215681180642e-10
"911",4500,"13033",13,4.62615324304242e-11
"912",660,"13033",13,1.00000001525936
"913",2040,"13033",13,0
"914",3060,"13033",13,1.36774572547021e-10
"915",3090,"13033",13,6.67954538451703e-08
"916",4380,"13033",13,0
"917",2,"13197",13,1.65698452295651e-11
"918",4590,"13197",13,2.45119580067142e-13
"919",4650,"13197",13,1.54962968231647e-10
"920",5580,"13197",13,0
"921",1050,"13197",13,2.00025303889131e-12
"922",3540,"13197",13,0.999999925641101
"923",4470,"13197",13,2.03966227582904e-10
"924",4620,"13197",13,3.86777427626938e-13
"925",4800,"13197",13,5.57581099521994e-09
"926",690,"13159",13,0
"927",2970,"13159",13,0.999999961133345
"928",3150,"13159",13,4.95654926629472e-08
"929",3720,"13159",13,3.36678485365158e-11
"930",3780,"13159",13,5.97765849417498e-11
"931",3930,"13159",13,1.44624779735497e-07
"932",4260,"13159",13,8.34952166976199e-12
"933",1860,"28121",28,0
"934",2190,"28121",28,7.50110609333937e-08
"935",3830,"28121",28,0.999999997558003
"936",2790,"28121",28,0
"937",3900,"28121",28,1.24717242802201e-11
"938",3990,"28121",28,2.00099791866816e-11
"939",4020,"28121",28,1.30654679380034e-12
"940",30,"12007",12,0
"941",60,"12007",12,1.96679571615698e-13
"942",120,"12007",12,1.00000000462959
"943",300,"12007",12,1.3867200831602e-09
"944",1620,"12007",12,2.85949984411119e-12
"945",1890,"12007",12,1.01482214249319e-09
"946",2250,"28091",28,2.53809327587393e-11
"947",1170,"28091",28,0.999999917467588
"948",2400,"28091",28,3.86836929725261e-12
"949",2490,"28091",28,7.98115573955681e-09
"950",2820,"28091",28,1.00000001724361
"951",3720,"28091",28,3.67350652969117e-13
"952",4440,"28091",28,4.18078455730029e-11
"953",1560,"28039",28,0.999999985652397
"954",1590,"28039",28,1.24251879131708e-09
"955",2160,"28039",28,2.52671749374532e-07
"956",3570,"28039",28,3.60212075298493e-13
"957",4170,"28039",28,8.29329057718421e-13
"958",2370,"28039",1,1.36046884844733e-12
"959",1590,"01071",13,1.89647263464749e-11
"960",6,"01071",1,0
"961",1830,"01071",1,1.00000000359303
"962",1140,"01071",1,2.02605410328285e-10
"963",2220,"01071",1,0
"964",2820,"13151",13,0.999999998434282
"965",690,"13151",13,0
"966",1230,"13151",13,2.98098335145125e-08
"967",1740,"13151",13,1.68438262763899e-11
"968",2520,"13151",13,0.000111739461419586
"969",3930,"13151",13,8.61874218530462e-10
"970",4410,"13151",13,0
"971",90,"13003",13,0.99999996973648
"972",390,"13003",13,0
"973",1260,"13003",13,1.22694012759321e-08
"974",3240,"13003",13,1.67569851072098e-11
"975",1350,"13003",13,0
"976",5430,"13003",13,0
"977",60,"12031",12,1.84931464955731e-13
"978",300,"12031",12,1.27836514985625e-09
"979",480,"12031",12,0.999995339698298
"980",1350,"12031",12,9.6579809414818e-12
"981",1740,"12031",12,5.83517018259903e-09
"982",510,"01003",12,0
"983",270,"01003",1,0.999999998205584
"984",720,"01003",1,0
"985",1350,"01003",1,3.47549923760735e-12
"986",2370,"01003",1,6.08700306648244e-07
"987",2400,"01003",1,0
"988",3480,"01003",1,7.17307918480929e-12
"989",2,"13263",13,1.26419558622559e-10
"990",2700,"13263",13,9.61507713284899e-09
"991",3870,"13263",13,5.34313696539923e-11
"992",4650,"13263",13,1.00000010817408
"993",3630,"13263",13,4.31204831209515e-11
"994",3540,"13263",13,1.67881005028797e-10
"995",4800,"13263",13,0
"996",5280,"13263",13,0
"997",660,"12085",12,4.02966193042135e-15
"998",1290,"12085",12,0.999957016603998
"999",1410,"12085",12,7.3343105064442e-12
"1000",1500,"12085",12,1.0298051319066e-09
"1001",1770,"12085",12,1.67024468253995e-09
"1002",4110,"13085",13,6.71340682884575e-09
"1003",1110,"13085",13,7.54911908372457e-12
"1004",1650,"13085",13,0.999999914549627
"1005",2610,"13085",13,9.08338024870136e-11
"1006",2100,"13085",13,9.7586792677302e-12
"1007",2220,"13085",13,9.87777715796092e-12
"1008",2340,"13085",13,2.68384834054184e-10
"1009",3420,"13085",13,1.80828348074812e-08
"1010",1890,"13167",13,7.61633329806130e-11
"1011",2040,"13167",13,0
"1012",3060,"13167",13,4.11213201949814e-11
"1013",3120,"13167",13,1.0000000038186
"1014",5490,"13167",13,1.05856171769906e-10
"1015",5790,"13167",13,2.54491165548648e-11
"1016",450,"12029",12,0.999999979792613
"1017",630,"12029",12,3.26012776821542e-09
"1018",1020,"12029",12,9.94297770470796e-09
"1019",1140,"12029",12,1.067544376872e-09
"1020",1860,"12029",12,0
"1021",2640,"13303",13,2.65258453756952e-09
"1022",210,"13303",13,2.70884372396644e-10
"1023",2370,"13303",13,0
"1024",3060,"13303",13,0
"1025",3120,"13303",13,3.29640102791629e-10
"1026",5490,"13303",13,0.99999998333985
"1027",5790,"13303",13,0
"1028",195,"01011",1,7.13850401555625e-08
"1029",300,"01011",1,0
"1030",480,"01011",1,1.00000002459156
"1031",2430,"01011",1,1.02136809184386e-09
"1032",2190,"01011",1,0
"1033",2790,"01011",1,8.03401104286111e-12
"1034",2880,"01011",1,1.17564230900414e-12
"1035",240,"01001",1,0.999981228097112
"1036",2430,"01001",1,6.35730715495083e-11
"1037",660,"01001",1,3.42380004835448e-11
"1038",1110,"01001",1,3.12270538170168e-05
"1039",1290,"01001",1,1.46305531385325e-09
"1040",2160,"01001",1,1.47211590161275e-10
"1041",4830,"13091",13,1.21167978721379e-10
"1042",5640,"13091",13,4.11392598968036e-11
"1043",5730,"13091",13,2.17136884658581e-09
"1044",440,"13091",13,1.73199283836423e-10
"1045",1770,"13091",13,0.999999990737287
"1046",1890,"13091",13,4.35367624661225e-11
"1047",4220,"13091",13,1.02843461033201e-10
"1048",1350,"13039",12,0
"1049",2400,"13039",13,3.08528391145949e-10
"1050",480,"13039",13,1.4605160835974e-09
"1051",780,"13039",13,0.9999987937714
"1052",990,"13039",13,0
"1053",1530,"13225",13,1.7087910742086e-10
"1054",2880,"13225",13,3.37056395820753e-08
"1055",3450,"13225",13,0
"1056",4050,"13225",13,0.999881208455842
"1057",4800,"13225",13,2.55452585516919e-11
"1058",5670,"13311",13,0.999791652490504
"1059",2610,"13311",13,1.99530229594284e-11
"1060",2580,"13311",13,0
"1061",3420,"13311",13,2.62867092323366e-10
"1062",5070,"13311",13,8.58369683152136e-06
"1063",5250,"13311",13,2.03479319528981e-10
"1064",660,"13163",13,6.51822837726049e-11
"1065",2040,"13163",13,0
"1066",2370,"13163",13,0
"1067",3060,"13163",13,0.999999999653571
"1068",3120,"13163",13,1.00762653595007e-10
"1069",3570,"13163",13,1.12940469186995e-10
"1070",4380,"13163",13,2.91663182721952e-10
"1071",5490,"13163",13,0
"1072",5460,"13163",13,1.85312389782084e-11
"1073",191,"28095",28,8.48025918924523e-11
"1074",360,"28095",28,1.00000000560599
"1075",2730,"28095",28,0
"1076",2100,"28095",28,2.90756455789112e-11
"1077",2550,"28095",28,2.81596501156626e-09
"1078",2940,"28095",28,1.00000001123343
"1079",3090,"28095",28,0.602725158719711
"1080",3390,"28095",28,0.152373855792545
"1081",1950,"28095",1,7.25369283859721e-12
"1082",2310,"28095",1,6.54522761036617e-13
"1083",510,"12033",12,0.999999988234148
"1084",1650,"12033",12,7.32252625856564e-07
"1085",270,"12033",1,0
"1086",1350,"12033",1,6.15813269058858e-10
"1087",420,"13289",13,3.46305928841489e-10
"1088",440,"13289",13,4.39299405219473e-10
"1089",2880,"13289",13,0
"1090",3150,"13289",13,1.73643880027683e-10
"1091",5220,"13289",13,0.999999965333109
"1092",5790,"13289",13,7.29242290492421e-11
"1093",3210,"01087",1,1.55863542636946e-11
"1094",480,"01087",1,0
"1095",2430,"01087",1,0
"1096",1290,"01087",1,7.20195744840951e-12
"1097",2070,"01087",1,4.26744593826564e-11
"1098",2190,"01087",1,0.999999966877802
"1099",2880,"01087",1,4.56447285950296e-13
"1100",3240,"01087",1,2.76873958266705e-08
"1101",11,"01115",1,0.108240100522974
"1102",13,"01115",1,0.0813935768429256
"1103",1920,"01115",1,6.93179226820961e-06
"1104",420,"01115",1,3.32136395285794e-10
"1105",540,"01115",1,7.9116036996757e-11
"1106",1380,"01115",1,0
"1107",2650,"01115",1,1.00000004327171
"1108",3030,"01115",1,2.97170298004515e-12
"1109",3062,"01115",1,0.9999990027604
"1110",3180,"01115",1,1.68920786396649e-09
"1111",1470,"28123",28,1.00000001295185
"1112",2520,"28123",28,3.22716161686401e-11
"1113",3830,"28123",28,5.19434833664554e-10
"1114",2790,"28123",28,0
"1115",3150,"28123",28,4.34191896398506e-12
"1116",3180,"28123",28,8.38892511928008e-14
"1117",3900,"28123",28,0.999999981177083
"1118",4020,"28123",28,1.0663923942004e-11
"1119",180,"13095",13,4.76564217706764e-11
"1120",1830,"13095",13,0.999999846769246
"1121",4860,"13095",13,2.75071193483959e-12
"1122",5850,"13095",13,7.43768815783569e-12
"1123",750,"13095",13,0
"1124",3270,"13095",13,7.65035752357166e-08
"1125",3690,"13095",13,2.42774116139856e-11
"1126",930,"13047",13,0.999999994670958
"1127",1140,"13047",13,2.23174131300892e-07
"1128",5370,"13047",13,3.36990099764421e-09
"1129",5700,"13047",13,6.1310928473779e-07
"1130",330,"12087",12,3.73857002166794e-12
"1131",390,"12087",12,6.21453484503968e-11
"1132",1320,"12087",12,0.999999999984768
"1133",1440,"01023",28,1.14285732127187e-11
"1134",3780,"01023",28,8.79632293799224e-12
"1135",4530,"01023",28,1.56080987687133e-12
"1136",2430,"01023",28,2.47382427091291e-12
"1137",690,"01023",1,0.999999937166039
"1138",720,"01023",1,4.00910987507787e-11
"1139",2130,"01023",1,1.09668752482245e-10
"1140",2250,"01023",1,0
"1141",3090,"01023",1,1.40254552698673e-11
"1142",3480,"01023",1,3.79844606004564e-12
"1143",4800,"28051",28,1.01601336293465e-10
"1144",195,"28051",28,1.0000000173508
"1145",510,"28051",28,0
"1146",930,"28051",28,1.2392129051141e-10
"1147",2040,"28051",28,1.96389438311488e-10
"1148",2580,"28051",28,1.1641396084032e-10
"1149",189,"28105",28,0.999999973062684
"1150",191,"28105",28,0
"1151",990,"28105",28,2.85990516017479e-12
"1152",2730,"28105",28,5.74613645261049e-13
"1153",2700,"28105",28,8.56802002387957e-12
"1154",3300,"28105",28,1.55742186466327e-12
"1155",4560,"28105",28,1.87715591027648e-11
"1156",6,"01043",1,1.62292099065304e-11
"1157",3580,"01043",1,1.85464211279699e-07
"1158",100,"01043",1,0.00968344956763482
"1159",420,"01043",1,0
"1160",1020,"01043",1,0.99999964372218
"1161",2480,"01043",1,5.546158977192e-11
"1162",2040,"01043",1,5.43471999281582e-13
"1163",3450,"01043",1,0
"1164",1860,"13097",13,0.999999803260827
"1165",4020,"13097",13,2.53361396947476e-11
"1166",840,"13097",13,1.50398956477074e-11
"1167",1290,"13097",13,5.44160928242665e-08
"1168",2280,"13097",13,0
"1169",5390,"13211",13,6.98725130452387e-09
"1170",2970,"13211",13,5.76265844270268e-11
"1171",2490,"13211",13,1.43242914115518e-10
"1172",3780,"13211",13,1.00000004495107
"1173",3930,"13211",13,1.03153058576375e-10
"1174",3960,"13211",13,3.0537567127232e-08
"1175",4260,"13211",13,1.50383121822422e-10
"1176",4540,"13211",13,3.38738351112062e-08
"1177",7,"01117",1,0.45516257892867
"1178",11,"01117",1,0.0251209635385109
"1179",360,"01117",1,6.31792873886452e-12
"1180",390,"01117",1,0.0335578568067305
"1181",1920,"01117",1,1.53644891850707e-08
"1182",660,"01117",1,1.14366228396908e-08
"1183",900,"01117",1,1.97505441562302e-11
"1184",3430,"01117",1,0.00688863834681277
"1185",2650,"01117",1,2.41037675357613e-12
"1186",3030,"01117",1,0.99999999574816
"1187",3062,"01117",1,1.15556655442452e-12
"1188",3180,"01117",1,0
"1189",4500,"13031",13,0
"1190",570,"13031",13,2.75489083538337e-10
"1191",630,"13031",13,0.999982360413016
"1192",810,"13031",13,0
"1193",1980,"13031",13,0
"1194",2040,"13031",13,8.12367360784789e-12
"1195",2070,"13031",13,0
"1196",3090,"13031",13,5.47375218206961e-11
"1197",4830,"13309",13,0
"1198",5100,"13309",13,0
"1199",5640,"13309",13,0.999999975774628
"1200",3750,"13309",13,0
"1201",1770,"13309",13,2.9897455859654e-11
"1202",1890,"13309",13,2.48772202148892e-10
"1203",3000,"13309",13,0
"1204",2250,"28031",28,0
"1205",1290,"28031",28,1.00000000956285
"1206",1490,"28031",28,8.47988969324319e-13
"1207",2280,"28031",28,9.29394575516012e-13
"1208",2400,"28031",28,3.08088730457753e-12
"1209",3990,"28031",28,4.58530898536804e-11
"1210",4020,"28031",28,4.71434823628373e-11
"1211",3,"13109",13,0.0614355116968997
"1212",570,"13109",13,0
"1213",630,"13109",13,0
"1214",810,"13109",13,4.79719785024176e-11
"1215",2070,"13109",13,1.00000002069535
"1216",4770,"13109",13,5.93415435305840e-11
"1217",4590,"13307",13,1.28854609437347e-10
"1218",4860,"13307",13,3.33700570441695e-11
"1219",5580,"13307",13,0.999999914787307
"1220",3540,"13307",13,0
"1221",4350,"13307",13,2.1927195198105e-12
"1222",4620,"13307",13,1.85589935402358e-12
"1223",210,"13169",13,2.74720288082613e-11
"1224",420,"13169",13,2.53897072398864e-10
"1225",2970,"13169",13,1.35904723872098e-10
"1226",3150,"13169",13,0.99999993877969
"1227",3720,"13169",13,1.77127775455905e-10
"1228",4260,"13169",13,0
"1229",5220,"13169",13,1.20890326413662e-10
"1230",5790,"13169",13,5.88897703263884e-11
"1231",290,"13135",13,0
"1232",600,"13135",13,0.813557527274121
"1233",5390,"13135",13,4.76536155436813e-09
"1234",1740,"13135",13,0.000144872157081634
"1235",2610,"13135",13,6.89464874657652e-09
"1236",2220,"13135",13,3.76354775079434e-09
"1237",2280,"13135",13,8.12771469958798e-09
"1238",2550,"13135",13,0.999850982442597
"1239",4410,"13135",13,4.44728945838045e-11
"1240",3690,"28115",28,0.999999972587266
"1241",870,"28115",28,5.4681772692019e-08
"1242",960,"28115",28,1.11590789043943e-10
"1243",4350,"28115",28,4.37072612126769e-09
"1244",2370,"28115",28,3.99555755241489e-12
"1245",2550,"28115",28,7.79473971930489e-12
"1246",4320,"28115",28,1.36891897043765e-11
"1247",3390,"28115",28,2.88505431150564e-13
"1248",3660,"28115",28,0.999999991529124
"1249",240,"01047",1,1.87246243374824e-05
"1250",660,"01047",1,8.60350234744462e-12
"1251",2670,"01047",1,3.38354155271033e-10
"1252",1110,"01047",1,0.999968873507793
"1253",2160,"01047",1,0
"1254",2250,"01047",1,1.09873686889333e-14
"1255",3510,"01047",1,0
"1256",4800,"28163",28,0.999999927115646
"1257",195,"28163",28,1.26847268923494e-10
"1258",900,"28163",28,0
"1259",1090,"28163",28,8.97477889485983e-11
"1260",1860,"28163",28,0
"1261",2040,"28163",28,3.46434698675652e-11
"1262",2790,"28163",28,0
"1263",3960,"28163",28,1.30279267011358e-09
"1264",4470,"28163",28,2.56961627988628e-12
"1265",3210,"28137",28,8.57011511177137e-11
"1266",4290,"28137",28,0
"1267",1320,"28137",28,0
"1268",2370,"28137",28,3.21797577941439e-12
"1269",2850,"28137",28,3.42292928110472e-12
"1270",3930,"28137",28,1.00000016337562
"1271",4230,"28137",28,0.999999991178235
"1272",1830,"13321",13,2.77370162381863e-11
"1273",4980,"13321",13,2.3038151422812e-11
"1274",5850,"13321",13,1.00000001968407
"1275",1380,"13321",13,2.73488849742059e-11
"1276",1560,"13321",13,3.42756173654452e-10
"1277",3270,"13321",13,0
"1278",3690,"13321",13,1.76516061802479e-12
"1279",5190,"13321",13,0
"1280",60,"13229",13,5.1528154854177e-11
"1281",4140,"13229",13,1.0000000076078
"1282",150,"13229",13,6.92508254059449e-11
"1283",480,"13229",13,0
"1284",5550,"13229",13,1.17571058434773e-10
"1285",5430,"13229",13,0
"1286",540,"12035",12,0.999964050161472
"1287",1620,"12035",12,6.874059006476e-13
"1288",1740,"12035",12,5.75789506719839e-06
"1289",1920,"12035",12,3.64452205626759e-06
"1290",840,"28077",28,2.57559112183914e-12
"1291",2640,"28077",28,0.000172789677460812
"1292",2250,"28077",28,6.18664769705818e-12
"1293",1170,"28077",28,3.67457264418301e-13
"1294",1220,"28077",28,5.68135595375653e-11
"1295",2490,"28077",28,1.00000001246476
"1296",2820,"28077",28,1.70627891389843e-11
"1297",3990,"28077",28,2.01131516975479e-11
"1298",4440,"28077",28,3.1357624276825e-09
"1299",2520,"13231",13,2.81673401855898e-10
"1300",3210,"13231",13,1.5317676963373e-11
"1301",3630,"13231",13,0
"1302",4170,"13231",13,1.00000004982689
"1303",5280,"13231",13,0
"1304",4590,"13259",13,0.999999999909134
"1305",5580,"13259",13,6.9453932262883e-10
"1306",1050,"13259",13,5.88538047893055e-11
"1307",3540,"13259",13,6.88875840954778e-15
"1308",4290,"13259",13,3.76284889798816e-11
"1309",4350,"13259",13,4.42445920529593e-12
"1310",300,"13259",1,6.25656022250185e-12
"1311",1410,"13259",1,8.30199516749157e-11
"1312",2880,"13259",1,0
"1313",1,"13285",13,0.999999999994275
"1314",2700,"13285",13,1.98144374334751e-09
"1315",2790,"13285",13,7.67735255215843e-11
"1316",1500,"13285",13,5.88753664733986e-12
"1317",3630,"13285",13,2.45213545691958e-09
"1318",600,"13285",1,9.37513800610183e-12
"1319",1980,"13285",1,7.73390747912077e-11
"1320",2820,"13285",1,1.21319772145769e-12
"1321",240,"13257",13,1.08174235167961e-10
"1322",2250,"13257",13,9.91040887842063e-09
"1323",2580,"13257",13,7.09795552219895e-11
"1324",4560,"13257",13,0.999996328327547
"1325",195,"28007",28,0
"1326",196,"28007",28,7.45174890916376e-12
"1327",510,"28007",28,1.00000003028068
"1328",930,"28007",28,0
"1329",990,"28007",28,1.00059761256115e-11
"1330",2340,"28007",28,1.00000000214881
