"","UNSDLEA","geoid","STATEFP","percent_overlap"
"1",3210,"01027",1,8.61317547862243e-12
"2",750,"01027",1,0.999999975506519
"3",780,"01027",1,5.23946180783506e-12
"4",900,"01027",1,3.66846351266786e-12
"5",2820,"01027",1,3.07280644849556e-12
"6",3180,"01027",1,1.91232272456612e-11
"7",1410,"13189",13,1.69581193627248e-07
"8",3060,"13189",13,5.63029939092418e-11
"9",3330,"13189",13,1.49795305118914e-10
"10",3570,"13189",13,0.999956626983104
"11",4380,"13189",13,9.36849626435264e-12
"12",5460,"13189",13,9.44866256559056e-10
"13",5760,"13189",13,0
"14",1380,"28061",28,0.999999974973023
"15",1440,"28061",28,1.78729747282898e-12
"16",3780,"28061",28,3.27198064476879e-12
"17",4530,"28061",28,8.70632139618316e-12
"18",2280,"28061",28,1.18736841165071e-10
"19",3150,"28061",28,9.04669190011004e-12
"20",3180,"28061",28,1.08585877554993e-11
"21",4020,"28061",28,6.91813815346766e-10
"22",4590,"28061",28,0.999999908368389
"23",1200,"01091",1,0.999999993946676
"24",690,"01091",1,4.90559374266907e-11
"25",720,"01091",1,4.37359592206e-12
"26",2670,"01091",1,3.00529498175815e-12
"27",1110,"01091",1,1.15887219369068e-14
"28",1680,"01091",1,1.87870595042569e-11
"29",1710,"01091",1,1.36388457125113e-11
"30",2130,"01091",1,0.999999979345781
"31",2250,"01091",1,0.999999997995684
"32",3090,"01091",1,4.51115078397707e-11
"33",3300,"01091",1,2.87897919573628e-11
"34",3510,"01091",1,3.45969462192695e-11
"35",1080,"01049",13,9.04384905024873e-12
"36",5370,"01049",13,8.31560447715649e-15
"37",1590,"01049",13,1.29203454479458e-11
"38",6,"01049",1,8.76451334894083e-12
"39",12,"01049",1,1.14592995496575e-25
"40",1830,"01049",1,1.24563623748618e-10
"41",630,"01049",1,5.52688936547361e-10
"42",1380,"01049",1,5.49580373054898e-11
"43",1140,"01049",1,0.999999974187408
"44",1560,"01049",1,0.999999999994216
"45",2400,"13025",13,5.4460455068734e-11
"46",4140,"13025",13,0
"47",480,"13025",13,0.999999998586271
"48",780,"13025",13,1.20358248484035e-06
"49",990,"13025",13,2.02386455302407e-11
"50",5550,"13025",13,5.99742482444382e-11
"51",5430,"13025",13,3.88561986225327e-11
"52",690,"13171",13,8.44006680872624e-12
"53",2520,"13171",13,5.48533362311349e-11
"54",3210,"13171",13,1.00000006689168
"55",3720,"13171",13,1.41639916222137e-11
"56",4170,"13171",13,7.80118897308283e-08
"57",5280,"13171",13,5.22555757698785e-12
"58",270,"12053",12,7.97994658106247e-09
"59",810,"12053",12,0.999999899780236
"60",1530,"12053",12,1.022628348299e-06
"61",1800,"12053",12,4.3431607311939e-11
"62",570,"12129",12,3.23333250850684e-11
"63",990,"12129",12,0
"64",1110,"12129",12,5.62874130988611e-06
"65",1170,"12129",12,0
"66",1950,"12129",12,0.999999110954273
"67",90,"12131",12,8.48746810147542e-13
"68",900,"12131",12,1.79511816578962e-11
"69",1380,"12131",12,3.37498245324e-12
"70",1980,"12131",12,0.999999986222294
"71",2010,"12131",12,0
"72",930,"12131",1,4.74624877264376e-10
"73",1660,"12131",1,3.57528771445997e-11
"74",191,"28017",28,1.37767082060617e-10
"75",360,"28017",28,4.50985657964855e-12
"76",870,"28017",28,4.92115658749412e-12
"77",960,"28017",28,0.99999997410369
"78",2010,"28017",28,1.00000003110386
"79",2550,"28017",28,1.12993338681493e-06
"80",3090,"28017",28,7.39001075013857e-12
"81",3390,"28017",28,0.847625960607632
"82",3660,"28017",28,1.81364314202405e-11
"83",4560,"28017",28,8.40427425716808e-12
"84",540,"12127",12,3.59308299604241e-05
"85",1260,"12127",12,1.10668137278397e-11
"86",1620,"12127",12,0
"87",1710,"12127",12,0
"88",1920,"12127",12,0.999996321043841
"89",150,"12127",12,2.18653297248991e-11
"90",1050,"12127",12,0
"91",1440,"12127",12,5.22689385568965e-15
"92",4200,"13115",13,3.71713617583764e-11
"93",330,"13115",13,1.06080396085651e-11
"94",1080,"13115",13,2.64325620940687e-10
"95",5370,"13115",13,3.49151766800982e-13
"96",2190,"13115",13,1.00000009480073
"97",2430,"13115",13,0
"98",630,"13115",1,6.68785303782242e-12
"99",1830,"13273",13,1.80033207913194e-11
"100",4860,"13273",13,1.00000013924606
"101",5580,"13273",13,2.20537831826936e-11
"102",750,"13273",13,2.51552078097661e-12
"103",3270,"13273",13,0
"104",4350,"13273",13,0
"105",4620,"13273",13,0
"106",120,"13063",13,5.79329300987329e-11
"107",2820,"13063",13,5.86903721607179e-11
"108",1230,"13063",13,0.999999934020889
"109",1740,"13063",13,3.55188525888734e-11
"110",2130,"13063",13,0
"111",2280,"13063",13,2.06845880150399e-11
"112",2520,"13063",13,2.40829153535912e-12
"113",1410,"13073",13,0.99997439981906
"114",3330,"13073",13,0
"115",3570,"13073",13,4.33934956904857e-05
"116",4380,"13073",13,2.54818184055934e-10
"117",540,"28145",28,4.96481941084644e-12
"118",600,"28145",28,1.39696130096872e-11
"119",4350,"28145",28,0.999999964541735
"120",2370,"28145",28,1.26198347301338e-12
"121",2550,"28145",28,1.00979431124556e-11
"122",2850,"28145",28,1.44465971476757e-12
"123",3120,"28145",28,0.999999953871489
"124",4110,"28145",28,1.87628330889275e-08
"125",3660,"28145",28,1.1119329389084e-09
"126",1800,"13193",13,5.19651665485224e-07
"127",2880,"13193",13,5.25435529731862e-12
"128",3450,"13193",13,0.999944065896069
"129",4470,"13193",13,3.65865612053072e-11
"130",4050,"13193",13,0
"131",4620,"13193",13,1.56791684241375e-05
"132",4800,"13193",13,2.84924684753909e-10
"133",60,"13049",12,0
"134",1350,"13049",12,0
"135",480,"13049",13,5.01394625893097e-11
"136",780,"13049",13,0
"137",990,"13049",13,1.00000000012001
"138",5430,"13049",13,2.36732949915841e-11
"139",2670,"13233",13,2.71135292962777e-11
"140",4020,"13233",13,4.10125184015488e-11
"141",4200,"13233",13,0.999999995240251
"142",330,"13233",13,1.92307235902812e-11
"143",2190,"13233",13,2.84512787754332e-11
"144",2760,"13233",1,8.5412166704426e-12
"145",630,"13233",1,2.09356122076905e-12
"146",120,"13089",13,0.0556279258870269
"147",2820,"13089",13,1.23922878939998e-11
"148",1230,"13089",13,1.02427810573263e-10
"149",1740,"13089",13,0.999842979867563
"150",2280,"13089",13,6.59796075058091e-06
"151",2550,"13089",13,0.000149002582785484
"152",4410,"13089",13,4.97067703162755e-10
"153",4110,"13227",13,0.999999840664833
"154",330,"13227",13,0
"155",1110,"13227",13,1.56440623077254e-11
"156",1650,"13227",13,4.7021318566172e-08
"157",2340,"13227",13,3.37081026162375e-11
"158",2430,"13227",13,7.82858729148534e-12
"159",2730,"13119",13,1.24946537398924e-10
"160",3480,"13119",13,1.30950913678018e-07
"161",240,"13119",13,1.47792492581069e-05
"162",2250,"13119",13,0.99988725246182
"163",4560,"13119",13,4.37402813085239e-09
"164",180,"12051",12,1.96602973341229e-13
"165",240,"12051",12,9.46990388555496e-27
"166",330,"12051",12,1.24155718926721e-11
"167",660,"12051",12,1.98648279019252e-08
"168",780,"12051",12,0.99999994085348
"169",1080,"12051",12,7.2542489330021e-13
"170",1500,"12051",12,4.04967172321497e-10
"171",2640,"13265",13,0
"172",2490,"13265",13,0
"173",3990,"13265",13,7.14298322869736e-11
"174",4680,"13265",13,1.00000000036308
"175",5460,"13265",13,0
"176",5760,"13265",13,0
"177",2310,"28069",28,0.999999991862118
"178",2700,"28069",28,3.09354129723377e-11
"179",2430,"28069",28,2.89209045001506e-11
"180",3060,"28069",28,1.13080440975459e-11
"181",3300,"28069",28,5.53903032531935e-10
"182",3090,"28069",1,2.20390309469154e-12
"183",4200,"01019",13,4.16791009300945e-12
"184",1080,"01019",13,2.45806253605672e-11
"185",2190,"01019",13,6.56018191653741e-12
"186",540,"01019",1,1.60191871197215e-11
"187",2760,"01019",1,2.71259476074995e-10
"188",630,"01019",1,1.00000001967386
"189",1380,"01019",1,0
"190",1140,"01019",1,2.88831991412518e-09
"191",1560,"01019",1,3.99855991506689e-12
"192",1470,"12095",12,2.54498348222223e-10
"193",1590,"12095",12,9.99467307754566e-28
"194",1710,"12095",12,1.48334275879391e-06
"195",150,"12095",12,0
"196",1050,"12095",12,1.12977358010242e-08
"197",1440,"12095",12,0.999997971998489
"198",510,"13045",13,0.219903166955116
"199",1860,"13045",13,1.74520962626687e-11
"200",2670,"13045",13,1.21448273386631e-10
"201",2790,"13045",13,2.74752490873392e-11
"202",4020,"13045",13,9.04669182739249e-11
"203",840,"13045",13,0.999999974253537
"204",1500,"13045",13,1.24274788025169e-10
"205",2280,"13045",13,3.21554147575535e-11
"206",780,"13045",1,5.44506090987725e-12
"207",2820,"13045",1,1.38027869969647e-13
"208",1200,"01065",1,1.75978917273893e-11
"209",360,"01065",1,3.33154882534809e-13
"210",2670,"01065",1,5.24116286763498e-12
"211",1680,"01065",1,0
"212",1710,"01065",1,1.00000001153979
"213",2250,"01065",1,1.63128510372842e-11
"214",3390,"01065",1,4.15766477351607e-11
"215",360,"01105",1,5.05916770596653e-12
"216",660,"01105",1,3.54364606286317e-13
"217",2670,"01105",1,0.999999932764222
"218",1110,"01105",1,2.40245255951077e-10
"219",1710,"01105",1,1.53209843798957e-12
"220",2250,"01105",1,1.44377892706762e-12
"221",4260,"01033",28,2.49784796303001e-09
"222",2010,"01033",1,0
"223",840,"01033",1,1.00000002756148
"224",1590,"01033",1,4.61429296540638e-11
"225",2040,"01033",1,0
"226",390,"13075",13,2.27307037934556e-08
"227",540,"13075",13,0
"228",4980,"13075",13,6.45522129226849e-11
"229",1380,"13075",13,0
"230",1470,"13075",13,0.999999999096543
"231",3390,"13075",13,6.78020316130303e-11
"232",1200,"01063",1,1.11680384101397e-10
"233",2730,"01063",1,0
"234",1680,"01063",1,0.999999978270615
"235",1710,"01063",1,0
"236",2250,"01063",1,1.23486948423572e-11
"237",3090,"01063",1,0
"238",3390,"01063",1,5.02995707521472e-12
"239",180,"12011",12,0.999994711585435
"240",330,"12011",12,2.98328809073822e-13
"241",390,"12011",12,6.11894979177826e-07
"242",780,"12011",12,7.07330374822594e-13
"243",1500,"12011",12,3.92522058943477e-07
"244",60,"13279",13,0
"245",5040,"13279",13,0.999999999232742
"246",5100,"13279",13,1.65380802893134e-12
"247",3750,"13279",13,2.71876120740656e-10
"248",2040,"13279",13,0
"249",3000,"13279",13,7.1014693414008e-11
"250",4770,"13279",13,0
"251",5340,"13279",13,0.956066814510385
"252",185,"28151",28,2.14105928476982e-09
"253",187,"28151",28,5.07696846216267e-09
"254",1620,"28151",28,1.00000002040856
"255",1890,"28151",28,1.00000000360188
"256",2610,"28151",28,0.999999994504796
"257",4680,"28151",28,0.851809979600578
"258",2040,"28151",28,0
"259",3960,"28151",28,3.33695282193758e-11
"260",4800,"28055",28,1.26922473673182e-11
"261",4680,"28055",28,0.148190122104546
"262",3960,"28055",28,0.468896577551744
"263",4470,"28055",28,5.84958473678843e-11
"264",180,"12099",12,1.11833171137495e-06
"265",660,"12099",12,1.26851868595708e-16
"266",780,"12099",12,5.83061883490493e-12
"267",1290,"12099",12,4.28517927304957e-05
"268",1410,"12099",12,6.06143110109814e-15
"269",1500,"12099",12,0.999999585252369
"270",1410,"13181",13,0
"271",2010,"13181",13,0
"272",3330,"13181",13,0.999999547997828
"273",3570,"13181",13,1.50391538134284e-10
"274",5760,"13181",13,0
"275",960,"01013",1,7.71445024994338e-12
"276",510,"01013",1,0.999999957365103
"277",870,"01013",1,0
"278",930,"01013",1,6.18996219631678e-12
"279",2160,"01013",1,5.93828348073481e-12
"280",2400,"01013",1,8.89037238562285e-14
"281",3510,"01013",1,5.85464182765208e-13
"282",600,"28009",28,1.00000001300982
"283",4350,"28009",28,2.11033420304713e-11
"284",1950,"28009",28,0
"285",2850,"28009",28,6.45791402879715e-12
"286",3270,"28009",28,6.69345510603776e-12
"287",4110,"28009",28,2.73506270871881e-13
"288",30,"12041",12,2.95030055512225e-09
"289",360,"12041",12,0
"290",450,"12041",12,6.34446369218299e-09
"291",630,"12041",12,0.999999950101582
"292",1020,"12041",12,0
"293",1140,"12041",12,1.94365853464618e-09
"294",1830,"12041",12,5.7083023248408e-11
"295",180,"12086",12,4.63356519877271e-06
"296",330,"12086",12,1.17357626726696e-13
"297",390,"12086",12,0.999999070927508
"298",1320,"12086",12,0
"299",1,"13145",13,3.9590140247549e-09
"300",2700,"13145",13,0.999999292282767
"301",3870,"13145",13,1.90906424647762e-09
"302",4650,"13145",13,1.67813381603599e-11
"303",3630,"13145",13,2.11462740251461e-11
"304",600,"13145",1,5.06641398497419e-10
"305",1980,"13145",1,5.73925083772716e-10
"306",2070,"13145",1,0
"307",4500,"13251",13,0.999999974359709
"308",630,"13251",13,0
"309",660,"13251",13,5.32236181828047e-11
"310",1980,"13251",13,5.32931996369057e-11
"311",3090,"13251",13,4.21030198026078e-10
"312",290,"13297",13,0
"313",5390,"13297",13,0.999999973763779
"314",2550,"13297",13,2.08993088916254e-09
"315",3780,"13297",13,4.13818953139067e-10
"316",3930,"13297",13,4.56791208809648e-09
"317",3960,"13297",13,4.87426635025957e-09
"318",4410,"13297",13,9.56541762178317e-11
"319",4540,"13297",13,0.914411895146538
"320",4110,"13129",13,3.317193832511e-12
"321",330,"13129",13,0.00010686663570697
"322",1110,"13129",13,0
"323",5370,"13129",13,6.54789559850749e-12
"324",3840,"13129",13,1.83275684489476e-10
"325",2190,"13129",13,0
"326",2340,"13129",13,7.21339054433355e-14
"327",2430,"13129",13,0.998080561756949
"328",5700,"13129",13,1.13862867016135e-10
"329",420,"12055",12,1.22956853455258e-05
"330",660,"12055",12,0.000137844648621207
"331",750,"12055",12,5.18777688279584e-14
"332",840,"12055",12,0.999087209413688
"333",1410,"12055",12,0.000196724362487563
"334",1590,"12055",12,6.19372191407898e-10
"335",270,"12017",12,1.00000009703455
"336",810,"12017",12,6.95278428205734e-10
"337",1140,"12017",12,1.84705002853441e-09
"338",1260,"12017",12,2.52246180005157e-08
"339",1800,"12017",12,0
"340",189,"28087",28,1.34242028973097e-12
"341",191,"28087",28,0
"342",1200,"28087",28,0.999999996022018
"343",2730,"28087",28,1.00000001009539
"344",2940,"28087",28,0
"345",3300,"28087",28,8.14789721434103e-10
"346",2730,"28087",1,1.63684538964655e-12
"347",1950,"28087",1,6.68134210526282e-12
"348",2250,"28073",28,7.9364666495612e-12
"349",1290,"28073",28,3.27582815847773e-08
"350",1490,"28073",28,7.94154665189189e-08
"351",1800,"28073",28,0.038290889981529
"352",2400,"28073",28,0.892188042308099
"353",2820,"28073",28,5.89855435328256e-10
"354",3720,"28073",28,1.8323206074047e-12
"355",2730,"13147",13,1.0000000162423
"356",3480,"13147",13,3.88098947929677e-11
"357",2010,"13147",13,3.99474391265954e-10
"358",2250,"13147",13,1.59535498756031e-08
"359",2700,"01081",13,0
"360",3870,"01081",13,0
"361",3210,"01081",1,2.26349006590541e-12
"362",210,"01081",1,0.999999997778934
"363",600,"01081",1,3.47725861818576e-08
"364",2070,"01081",1,1.00000006395098
"365",2190,"01081",1,5.13206857348949e-11
"366",2580,"01081",1,0.999999999996868
"367",2700,"01081",1,0.142874650103372
"368",2880,"01081",1,1.91849488534465e-11
"369",4650,"13293",13,0
"370",1530,"13293",13,1.46697133177851e-11
"371",3210,"13293",13,2.23326056624049e-11
"372",3630,"13293",13,5.75160951571842e-11
"373",3720,"13293",13,1.69370171312727e-13
"374",4170,"13293",13,0
"375",4800,"13293",13,1.11716883393179e-10
"376",5280,"13293",13,0.999999889249869
"377",290,"13013",13,0.999999983977853
"378",5390,"13013",13,0
"379",2550,"13013",13,0
"380",2940,"13013",13,1.68657829116983e-09
"381",3960,"13013",13,1.78218608666289e-10
"382",3,"13183",13,0.100375196425328
"383",3600,"13183",13,7.90537056421249e-11
"384",3300,"13183",13,4.01883909097592e-09
"385",3360,"13183",13,0.999999997239069
"386",5550,"13183",13,0
"387",4770,"13183",13,0
"388",390,"28003",28,0.999999986658451
"389",1260,"28003",28,0.999999996186439
"390",3270,"28003",28,3.63314397525313e-08
"391",4110,"28003",28,9.08198317668688e-09
"392",3750,"28003",28,3.0426286356989e-11
"393",4260,"28003",28,5.0402533783284e-12
"394",3210,"28071",28,3.15589239139526e-12
"395",870,"28071",28,2.60879878562284e-11
"396",4050,"28071",28,7.31552914510303e-12
"397",4350,"28071",28,2.6660220835095e-12
"398",2370,"28071",28,1.00000000295992
"399",2850,"28071",28,0
"400",3450,"28071",28,1.00000000001625
"401",3660,"28071",28,3.1346889552474e-12
"402",4230,"28071",28,4.23514997295127e-12
"403",4500,"28071",28,1.2061739627405e-10
"404",1560,"01097",28,4.77061754387678e-12
"405",1590,"01097",28,1.06018238872109e-12
"406",2160,"01097",28,3.3921211808735e-11
"407",3000,"01097",28,3.59771535827287e-11
"408",270,"01097",1,0
"409",2370,"01097",1,0.999999385352623
"410",3480,"01097",1,2.03411277799611e-11
"411",2730,"01057",1,2.79240768211435e-12
"412",1470,"01057",1,0.999999785868023
"413",3540,"01057",1,0.428590991588878
"414",1950,"01057",1,1.09830845608867e-12
"415",2310,"01057",1,3.72505065411015e-09
"416",3390,"01057",1,2.47068471277038e-11
"417",3450,"01057",1,1.4076456531895e-11
"418",1,"01017",13,1.16548228353201e-11
"419",2700,"01017",13,6.49093261803102e-10
"420",3210,"01017",1,4.72841882974937e-13
"421",210,"01017",1,1.63453718974902e-11
"422",600,"01017",1,0.999999957672917
"423",1980,"01017",1,0.999999994377556
"424",2820,"01017",1,1.5106919800088e-11
"425",2070,"01017",1,2.3815243075048e-11
"426",2580,"01017",1,7.04768210405478e-14
"427",2850,"01017",1,1.41395099102138e-11
"428",195,"28015",28,1.39346759492494e-10
"429",196,"28015",28,7.79917876587908e-12
"430",510,"28015",28,0
"431",930,"28015",28,0.999999995985496
"432",1680,"28015",28,1.72665021529312e-08
"433",2580,"28015",28,1.17092515937822e-10
"434",420,"28085",28,1.78461334417307e-12
"435",840,"28085",28,0.999999999298201
"436",2640,"28085",28,0.999827210764071
"437",1220,"28085",28,6.50216781731302e-11
"438",1530,"28085",28,4.94914542107665e-12
"439",2220,"28085",28,6.23348912285441e-13
"440",2490,"28085",28,7.7224915691109e-13
"441",3240,"28085",28,2.33999045894191e-11
"442",3210,"28143",28,2.26159261634639e-12
"443",4290,"28143",28,1.00000008879264
"444",1110,"28143",28,4.59945473648219e-11
"445",1320,"28143",28,3.49293839740719e-11
"446",3810,"28143",28,2.26921519665156e-11
"447",4230,"28143",28,0
"448",1860,"13223",13,7.11150348826068e-11
"449",2670,"13223",13,3.32642719606102e-11
"450",4020,"13223",13,1.00000007819779
"451",4200,"13223",13,5.83904188913861e-11
"452",330,"13223",13,4.27676480022544e-12
"453",900,"13223",13,9.094326061556e-14
"454",840,"13223",13,5.42806436741991e-11
"455",1290,"13223",13,2.74962694586887e-11
"456",420,"13079",13,9.51676561824754e-10
"457",1530,"13079",13,1.00000009242697
"458",2880,"13079",13,6.64748858896253e-13
"459",3720,"13079",13,2.71868742586152e-11
"460",4050,"13079",13,3.49966581431169e-10
"461",4800,"13079",13,0
"462",5280,"13079",13,1.84882063860125e-11
"463",660,"12093",12,2.17666857229182e-10
"464",840,"12093",12,0.000145519431615607
"465",930,"12093",12,6.86324498738778e-09
"466",1290,"12093",12,8.66114000045343e-12
"467",1410,"12093",12,0.999802455946
"468",1470,"12093",12,3.41339957100728e-12
"469",1770,"12093",12,1.31259043186983e-09
"470",5670,"13291",13,1.31402015735492e-10
"471",2100,"13291",13,3.09736941495056e-09
"472",3420,"13291",13,4.00738918469897e-05
"473",5070,"13291",13,0.0006490552623098
"474",5250,"13291",13,0.999492657084455
"475",360,"01125",1,9.73341207360076e-09
"476",1920,"01125",1,1.35565016993017e-10
"477",2730,"01125",1,1.57369601378641e-12
"478",1470,"01125",1,4.9119016461014e-11
"479",1680,"01125",1,1.88296567416275e-11
"480",1710,"01125",1,2.79815766414274e-09
"481",3390,"01125",1,1.00000002218718
"482",3450,"01125",1,2.18313863693406e-12
"483",510,"01131",1,3.99626718949741e-13
"484",720,"01131",1,3.30752023250132e-12
"485",1110,"01131",1,0
"486",2160,"01131",1,6.48868808341641e-12
"487",2250,"01131",1,3.26941511856317e-11
"488",2400,"01131",1,1.90013093223783e-11
"489",3300,"01131",1,2.26022333542408e-11
"490",3510,"01131",1,0.999999872002253
"491",196,"28097",28,0.999999998650962
"492",510,"28097",28,2.66727625744647e-12
"493",930,"28097",28,5.10405334133397e-09
"494",990,"28097",28,0
"495",1680,"28097",28,2.18803084550954e-11
"496",4560,"28097",28,6.05879057438807e-12
"497",480,"12109",12,4.58277353143629e-08
"498",540,"12109",12,5.36377453231413e-08
"499",1620,"12109",12,1.50285810541284e-12
"500",1740,"12109",12,0.999994239756341
"501",189,"28019",28,1.48369499452057e-12
"502",196,"28019",28,0
"503",510,"28019",28,4.69848326214575e-12
"504",990,"28019",28,1.00000002026358
"505",2700,"28019",28,1.0845653154514e-11
"506",4560,"28019",28,0
"507",390,"28139",28,0
"508",540,"28139",28,5.4354817623777e-11
"509",600,"28139",28,1.17595606660701e-08
"510",4350,"28139",28,7.46450010040376e-12
"511",3120,"28139",28,4.15343731048948e-11
"512",3270,"28139",28,0.999999938343559
"513",4110,"28139",28,1.00000000739274
"514",3750,"28139",28,4.03799483899536e-12
"515",4320,"13137",13,1.36456807098134e-09
"516",5670,"13137",13,0
"517",240,"13137",13,2.00975788776477e-05
"518",2610,"13137",13,1.73760961608993e-11
"519",2580,"13137",13,0.999831123195467
"520",4560,"13137",13,8.72712753261336e-11
"521",5070,"13137",13,1.22338096782025e-06
"522",210,"13319",13,0
"523",1890,"13319",13,5.20791522957709e-11
"524",3120,"13319",13,2.64925694133657e-11
"525",3150,"13319",13,6.31753409403963e-11
"526",5490,"13319",13,0
"527",5220,"13319",13,0
"528",5790,"13319",13,1.0000000331414
"529",240,"12027",12,2.55676268348951e-08
"530",420,"12027",12,0.999987977633905
"531",750,"12027",12,6.33130688890137e-09
"532",840,"12027",12,0.000339976931567683
"533",1230,"12027",12,3.5385567141586e-12
"534",1680,"12027",12,5.07203788540907e-09
"535",240,"12043",12,1.50778433917734e-12
"536",660,"12043",12,0.999844914168296
"537",780,"12043",12,2.42926126234585e-09
"538",840,"12043",12,0.000205173377915524
"539",1410,"12043",12,8.19470801098807e-07
"540",1,"13199",13,8.99521027338464e-12
"541",2700,"13199",13,2.91291455080567e-11
"542",4650,"13199",13,5.79856429750251e-11
"543",1500,"13199",13,4.39507946110483e-11
"544",2520,"13199",13,2.42399907377003e-10
"545",3630,"13199",13,1.00000011116044
"546",4170,"13199",13,0
"547",5280,"13199",13,9.19422569575459e-11
"548",2,"13053",13,0.71978848910947
"549",3870,"13053",13,4.19033593454631e-05
"550",4590,"13053",13,4.3958838202356e-12
"551",4650,"13053",13,4.93837027086695e-11
"552",1050,"13053",13,1.00000029287729
"553",3540,"13053",13,8.48409695582679e-12
"554",2880,"13053",1,1.08874370332705e-10
"555",90,"13019",13,0
"556",390,"13019",13,0.999999974088606
"557",3240,"13019",13,1.44450102422225e-10
"558",4980,"13019",13,3.12616030493087e-11
"559",1350,"13019",13,2.44994081444546e-11
"560",1470,"13019",13,1.94845261819184e-08
"561",3390,"13019",13,3.66253383651674e-12
"562",2910,"13019",13,4.19294828285178e-11
"563",420,"12081",12,1.50852565845503e-12
"564",750,"12081",12,9.53739014978203e-13
"565",870,"12081",12,1.80916516491853e-05
"566",1230,"12081",12,0.999999894389302
"567",1680,"12081",12,6.5746227476316e-11
"568",1740,"28109",28,2.50279690165773e-08
"569",3630,"28109",28,0.682700862352566
"570",1490,"28109",28,1.6350891152072e-13
"571",2400,"28109",28,0.107811945303833
"572",2820,"28109",28,1.39424178196412e-14
"573",3540,"28109",28,0.999999982536012
"574",3720,"28109",28,0.999976058770466
"575",4170,"28109",28,4.73593788756614e-13
"576",1490,"28111",28,1.19571649500622e-08
"577",3530,"28111",28,1.19968966105838e-11
"578",1560,"28111",28,2.8232162989813e-12
"579",1590,"28111",28,6.39274703319608e-12
"580",4530,"28111",28,2.55064228306504e-12
"581",2280,"28111",28,1.50341457277693e-11
"582",3570,"28111",28,1.00000001047039
"583",3870,"28111",28,0.999999947734023
"584",4170,"28111",28,6.11785313755440e-12
"585",90,"12013",12,4.3251003127838e-12
"586",210,"12013",12,0.999999276313625
"587",690,"12013",12,2.98995845379978e-11
"588",960,"12013",12,4.83799792363698e-08
"589",1170,"12013",12,0
"590",185,"28011",28,0.999999947966354
"591",186,"28011",28,0.999999982816871
"592",187,"28011",28,2.25207686781764e-11
"593",750,"28011",28,1.00000000075469
"594",1110,"28011",28,2.19093456699717e-11
"595",2610,"28011",28,1.77448397700454e-10
"596",4680,"28011",28,4.92695908391155e-11
"597",1230,"13113",13,0
"598",1500,"13113",13,0
"599",2130,"13113",13,0.999999978453662
"600",2280,"13113",13,2.91029209280505e-08
"601",2520,"13113",13,0
"602",2640,"13141",13,1.00000000022401
"603",210,"13141",13,0
"604",2370,"13141",13,1.83792151068575e-10
"605",2490,"13141",13,5.59051319395929e-11
"606",4260,"13141",13,1.92009378230198e-10
"607",4680,"13141",13,0
"608",5490,"13141",13,0
"609",5460,"13141",13,0
"610",390,"13277",13,3.22505501256821e-11
"611",4980,"13277",13,0.999999999056222
"612",5850,"13277",13,7.94929705641513e-12
"613",1380,"13277",13,2.46226193393773e-11
"614",1470,"13277",13,8.92332616786849e-11
"615",2910,"13277",13,0
"616",5190,"13277",13,8.66658409135658e-11
"617",6,"01095",1,0.999999954948913
"618",12,"01095",1,0.793585483732536
"619",1830,"01095",1,0
"620",100,"01095",1,0.990316553928833
"621",420,"01095",1,2.73743574616356e-11
"622",1380,"01095",1,1.50530028983879e-10
"623",1140,"01095",1,7.67538883415504e-12
"624",1020,"01095",1,1.9863514989485e-11
"625",2480,"01095",1,1.26252511684599e-11
"626",2220,"01095",1,0
"627",510,"01053",12,5.03007526205386e-10
"628",1380,"01053",12,1.13350999471937e-11
"629",1650,"01053",12,7.42458928528478e-11
"630",270,"01053",1,2.41108870541279e-12
"631",870,"01053",1,0
"632",930,"01053",1,1.08443341728742e-12
"633",1350,"01053",1,0.999999952001887
"634",2400,"01053",1,0
"635",510,"13143",13,0.780096833089829
"636",2670,"13143",13,1.00000001181063
"637",4020,"13143",13,2.37435032028858e-11
"638",4200,"13143",13,1.83645139896937e-11
"639",840,"13143",13,2.67577033671756e-09
"640",2760,"13143",1,6.52744426148746e-12
"641",780,"13143",1,8.49130873935644e-12
"642",2010,"01083",1,1.20026872209369e-08
"643",8,"01083",1,0.229571611397834
"644",1170,"01083",1,0.0850812114902754
"645",2480,"01083",1,1.36797661839719e-10
"646",1800,"01083",1,0.179941071639533
"647",2220,"01083",1,4.87307099496988e-11
"648",2040,"01083",1,2.60913614300904e-11
"649",2100,"01083",1,0.999999981067236
"650",6,"01009",1,3.00067449558249e-11
"651",1920,"01009",1,3.37716445963017e-11
"652",420,"01009",1,0.999999998904129
"653",1380,"01009",1,1.24621559229574e-10
"654",1020,"01009",1,0
"655",3062,"01009",1,1.32135319957503e-11
"656",3450,"01009",1,2.82229607283064e-12
"657",750,"13061",13,3.75186942349223e-11
"658",1200,"13061",13,1.00000003770267
"659",1920,"13061",13,1.27402942538214e-10
"660",4290,"13061",13,4.1972804676412e-11
"661",4350,"13061",13,2.17917873944264e-11
"662",300,"13061",1,8.30242277805012e-12
"663",1740,"13061",1,0
"664",4020,"13015",13,1.20315429192323e-11
"665",4200,"13015",13,1.29044541660866e-11
"666",330,"13015",13,0.999893118136808
"667",900,"13015",13,1.00000000365292
"668",1110,"13015",13,6.93825248196302e-12
"669",1290,"13015",13,9.02084237193974e-08
"670",2190,"13015",13,6.08142531856173e-12
